username,submission_week,function_summaries
eveclarke1,10,"['', 'Actual.y_test', 'Image.open', 'Image1.show', 'LinearRegression', 'LinearRegression.fit', 'Linear_Regression', 'Linear_Regression.fit', 'LogisticRegression', 'MAPE', 'MSPE', 'Predicted.y_pred', 'SimpleImputer', 'StandardScaler', 'abs', 'ax.plot', 'ax.set_title', 'ax.set_xlabel', 'ax.set_ylabel', 'axs.legend', 'axs.set_ylabel', 'bigquery.Client', 'bigquery_client.query', 'bike.drop', 'cols_plot.data.plot', 'combine', 'covid19_cases_data.head', 'csv.reader', 'cv2.imread', 'data.copy', 'data.corr', 'data.drop', 'data.head', 'data.ironhacks_competition', 'data.ironhacks_competition.head', 'data.isna', 'data.plot', 'data.sample', 'data.set_index', 'data.shift', 'data.values.reshape', 'dataBalanceCheck', 'dataFillNa', 'dataIdentifyDWM', 'data_balance.fillna', 'data_balance.index.duplicated', 'data_balance.index.unique', 'data_balance.interpolate', 'data_balance.reset_index', 'data_balance.set_index', 'data_balance.set_index.reindex', 'data_balance.sort_index', 'data_balance.week_number.max', 'data_balance.week_number.max.data_balance.week_number.min.range.data_balance.index.unique.pd.MultiIndex.from_product.data_balance.set_index.reindex.reset_index', 'data_balance.week_number.min', 'data_balance_train.drop', 'data_balance_train_x_m1.astype', 'data_balance_valid.drop', 'data_balance_valid_x_m1.astype', 'data_pred_query.copy', 'data_train.drop', 'data_valid.drop', 'data_valid_x_m1.astype', 'dataset.head', 'df.drop', 'df.head', 'df.mean', 'df.plot.bar', 'df.unique', 'df.uu_id.unique', 'df1.plot', 'dict', 'enumerate', 'example_function', 'fnmatch.filter', 'g.copy', 'g.copy.reset_index', 'g.loc.impute_iterative.reset_index', 'g.unique', 'g.values.tolist', 'gen_find', 'get_week_number_map', 'id.data.data.isnull', 'id.data.data.isnull.all', 'im.show', 'image.SHOW', 'image.show', 'img.copy', 'img.mean', 'img.show', 'imp_tot.to_csv', 'import', 'impute_iterative', 'impute_total_claims.raw_full.groupby.apply.reset_index', 'imputer.fit_transform', 'insert_na_week_number.raw.groupby.apply.reset_index', 'install.packages', 'int', 'int.np.linspace.reshape', 'ironhacks_competition.head', 'ironhacks_competition.unemployment_data.head', 'ironhacks_data.ironhacks_competition.head', 'len', 'library', 'linear_model.LinearRegression', 'linear_model.predict', 'linear_regressor.fit', 'linear_regressor.predict', 'load_data', 'load_data_full', 'load_imp_tot', 'lr.fit', 'lr.predict_proba', 'max', 'mean_absolute_error', 'metrics.mean_absolute_error', 'metrics.mean_squared_error', 'min', 'mnist.load_data', 'model.fit', 'model.predict', 'model.score', 'mpimg.imread', 'mpimg.imsave', 'myImage.show', 'next', 'np.abs', 'np.arange', 'np.arange.reshape', 'np.arrange', 'np.array', 'np.array.reshape', 'np.cumsum', 'np.linspace', 'np.mean', 'np.random.rand', 'np.random.randn', 'np.sqrt', 'nrow', 'open', 'os.path.isfile', 'os.path.join', 'os.walk', 'pandas.DataFrame', 'params.append', 'paste', 'pd.DataFrame', 'pd.MultiIndex.from_product', 'pd.Series', 'pd.get_dummies', 'pd.read', 'pd.read_csv', 'pd.set_option', 'pd.to_datetime', 'pd.unique', 'plot_acf', 'plot_decision_regions', 'plot_impute_iterative', 'plot_ly', 'plt.figure', 'plt.grid', 'plt.imshow', 'plt.legend', 'plt.plot', 'plt.scatter', 'plt.show', 'plt.subplots', 'plt.tight_layout', 'plt.title', 'plt.xlabel', 'plt.xscale', 'plt.ylabel', 'preddiction_list_data.head', 'prediction_data.head', 'prediction_lisst.head', 'print', 'pyplot.get_cmap', 'pyplot.imshow', 'pyplot.show', 'query', 'query_job.to_dataframe', 'query_job_pred.to_dataframe', 'range', 'raw.drop', 'raw.drop_duplicates', 'raw.groupby', 'raw.groupby.apply', 'raw.replace', 'raw.reset_index', 'raw.sort_values', 'raw.to_csv', 'raw_full.groupby', 'raw_full.groupby.apply', 'raw_full.to_csv', 'regr.itercept_predict', 'regressor.fit', 'regressor.predict', 'reshape', 'reshapre', 'result.predict', 'results.summary', 'sample', 'scaler.fit_transform', 'scaler.transform', 'series.map', 'set.seed', 'sklearn.impute.IterativeImputer', 'sm.OLS', 'sns.boxplot', 'sns.heatmap', 'sns.scatterplot', 'sns.set', 'sorted', 'train_test_split', 'type', 'u.join', 'unemployment.head', 'unemployment_data.head', 'wage_data.head', 'wage_data_data.head', 'weights.append', 'ww.set_index', 'y.plot', 'y.reshape', 'y_pred', 'y_pred.flatten', 'y_pred.plot', 'y_test', 'y_test.flatten', 'zip']"
goughes,10,[]
harshitbd,10,"['bigquery.Client', 'bigquery_client.query', 'import', 'print', 'query_job.to_dataframe']"
harshpavuluri,10,"['LinearRegression', 'abs', 'bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'data.corr', 'data.drop', 'data.head', 'data.plot', 'data.shift', 'df.mean', 'import', 'main', 'model.fit', 'model.predict', 'np.cumsum', 'np.linspace', 'np.random.randn', 'pandas.DataFrame', 'pd.Series', 'pd.to_datetime', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.show', 'print', 'query_job.to_dataframe', 'sns.heatmap', 'sns.set', 'y.plot', 'y_pred.plot']"
hiram31,10,"['bigquery.Client', 'print']"
janejoseph20,10,"['Claims_by_timeperiod.plot', 'Claims_by_timeperiod.plot.set', 'Claims_by_week.plot', 'Claims_by_week.plot.set', 'Final_df.astype', 'Final_df.corr', 'Final_df.corr.round', 'Final_df.describe', 'Final_df.edu_8th_or_less.sum', 'Final_df.edu_grades_9_11.sum', 'Final_df.edu_hs_grad_equiv.sum', 'Final_df.edu_post_hs.sum', 'Final_df.edu_unknown.sum', 'Final_df.gender_female.sum', 'Final_df.gender_male.sum', 'Final_df.gender_na.sum', 'Final_df.groupby', 'Final_df.groupby.agg', 'Final_df.groupby.agg.sort', 'Final_df.groupby.sum', 'Final_df.groupby.sum.sort_values', 'Final_df.groupby.sum.sort_values.head', 'Final_df.head', 'Final_df.ols.fit', 'Final_df.pivot_table', 'Final_df.pivot_table.round', 'Final_df.race_amerindian.sum', 'Final_df.race_asian.sum', 'Final_df.race_black.sum', 'Final_df.race_noanswer.sum', 'Final_df.race_other.sum', 'Final_df.race_white.sum', 'Final_df.replace', 'Final_df.select_dtypes', 'Final_df.shape', 'Final_df.sort_values', 'Final_df.sum', 'Final_df.top_category_employer1.value_counts', 'Final_df.top_category_employer2.value_counts', 'Final_df.top_category_employer3.value_counts', 'Final_df.unique', 'Final_df.uu_id.value_counts', 'Final_df.value_counts', 'Final_df.value_counts.plot', 'GridSearchCV', 'LabelEncoder', 'LinearRegression', 'MSE', 'Mean_Claims_by_week.plot', 'Mean_Claims_by_week.plot.set', 'Mean_of_Total_Claims_per_UUID_every_week.head', 'Mean_of_Total_Claims_per_UUID_every_week.plot', 'Melt.head', 'Melt.sort_values', 'Merged_unemployment_wage.Head', 'Merged_unemployment_wage.drop_duplicates', 'Merged_unemployment_wage.drop_duplicates.head', 'Merged_unemployment_wage.duplicated', 'Merged_unemployment_wage.duplicated.sum', 'Merged_unemployment_wage.head', 'Predicted_Values.tolist', 'Prediction.tolist', 'RandomForestRegressor', 'SimpleImputer', 'Top_10_claimers.head', 'Top_10_claimers.tail', 'Total_Claims_per_UUID_every_week.describe', 'Total_Claims_per_UUID_every_week.fillna', 'Total_Claims_per_UUID_every_week.head', 'Total_Claims_per_UUID_every_week.melt', 'Total_Claims_per_UUID_every_week.plot', 'Total_Claims_per_UUID_every_week.rename_axis', 'Total_Claims_per_UUID_every_week_nulls_addressed.head', 'Wage_updated.isnull', 'Wage_updated.isnull.sum', 'X.head', 'X_test._get_numeric_data', 'X_train._get_numeric_data', 'average_wage_by_uuid.head', 'average_wage_by_uuid.isin', 'average_wage_by_uuid.uu_id.average_wage_by_uuid.isin', 'average_wage_null_rows.head', 'average_wage_null_rows.unique', 'bigquery.Client', 'bigquery_client.query', 'classification_report', 'cleaned_df.all', 'cleaned_df.corr', 'cleaned_df.corr.round', 'cleaned_df.drop', 'cleaned_df.drop.head', 'cleaned_df.groupby', 'cleaned_df.groupby.agg', 'cleaned_df.head', 'cleaned_df.isnull', 'cleaned_df.isnull.sum', 'cleaned_df.pivot_table', 'cleaned_df.pivot_table.head', 'cleaned_df.pivot_table.round', 'cleaned_df.sort_values', 'cleaned_df.timeperiod.cleaned_df.groupby.sum', 'cleaned_df.timeperiod.cleaned_df.groupby.sum.add_prefix', 'cleaned_df.total_claims.cleaned_df.week_number.cleaned_df.uu_id.pd.crosstab.reset_index', 'cleaned_df.total_claims.cleaned_df.week_number.cleaned_df.uu_id.pd.crosstab.reset_index.fillna', 'cleaned_df.uu_id.unique', 'cleaned_df.uu_id.unique.count', 'cleaned_df.uu_id.unique.size', 'cleaned_df.week_number.Final_df.groupby.mean', 'cleaned_df.week_number.Final_df.groupby.mean.add_prefix', 'cleaned_df.week_number.Final_df.groupby.sum', 'cleaned_df.week_number.Final_df.groupby.sum.add_prefix', 'cleaned_df.week_number.cleaned_df.groupby.sum', 'cleaned_df.week_number.cleaned_df.groupby.sum.add_prefix', 'compare.head', 'data.head', 'df.corr', 'df.drop', 'df.drop_duplicates', 'df.groupby', 'df.head', 'df.iloc.to_numpy', 'df.sort_values', 'df.to_csv', 'df1.plot', 'df_actual_pred.head', 'df_group.first', 'df_numerics_only.drop', 'df_test.drop', 'df_train.drop', 'drop_duplicates.duplicated', 'drop_duplicates.duplicated.sum', 'drop_duplicates.fillna', 'drop_duplicates.fillna.head', 'drop_duplicates.groupby', 'drop_duplicates.groupby.agg', 'drop_duplicates.head', 'drop_duplicates.isna', 'drop_duplicates.isna.sum', 'drop_duplicates.isnull', 'drop_duplicates.isnull.any', 'drop_duplicates.isnull.sum', 'drop_duplicates.mean', 'drop_duplicates.mean.round', 'drop_duplicates.tail', 'drop_duplicates.uu_id.drop_duplicates.groupby.mean', 'drop_duplicates.uu_id.drop_duplicates.groupby.mean.isnull', 'drop_duplicatesf.mean', 'enumerate', 'features.head', 'fig.add_trace', 'fig.show', 'gender_by_uuid.head', 'gkk.first', 'go.Figure', 'go.Heatmap', 'grid.fit', 'gridcv_xgb.predict', 'groupby_uuid.head', 'groupby_uuid.mean.round', 'import', 'imputer.fit_transform', 'imputer.transform', 'int', 'le.fit_transform', 'len', 'linear_model.LinearRegression', 'list', 'mape', 'mdl.fit', 'mdl.predict', 'melt.head', 'melt_train.drop', 'melt_train.dropna', 'melt_train.groupby', 'melt_train.groupby.diff', 'melt_train.groupby.shift', 'melt_train.head', 'melt_train.melt_train.head', 'melt_train.tail', 'melt_valid.groupby', 'melt_valid.groupby.diff', 'melt_valid.groupby.shift', 'melt_valid.melt_valid.copy', 'melt_valid.tail', 'metrics.mean_absolute_error', 'metrics.mean_squared_error', 'model1.summary', 'name.cleaned_df.hist', 'name.dataset.hist', 'new_examples.columns', 'new_examples.head', 'np.abs', 'np.arange', 'np.array', 'np.isfinite', 'np.mean', 'np.ravel', 'np.sqrt', 'np.sum', 'ols', 'pd.DataFrame', 'pd.crosstab', 'pd.melt', 'pd.merge', 'pd.set_option', 'plt.bar', 'plt.barh', 'plt.figure', 'plt.grid', 'plt.legend', 'plt.legend.head', 'plt.matshow', 'plt.plot', 'plt.show', 'plt.style.use', 'plt.subplot', 'plt.subplots', 'plt.text', 'plt.title', 'plt.xlabel', 'plt.ylabel', 'plt.yticks', 'prediction_list.head', 'prediction_list.merge', 'print', 'pyplot.figure', 'pyplot.show', 'pyplot.subplot', 'pyplot.title', 'query_job.to_dataframe', 'r2_score', 'range', 'reg.fit', 'reg.predict', 'regressor.fit', 'regressor.predict', 'regressor.score', 'regressor.tolist', 'result.predict', 'round', 'sns.countplot', 'sns.distplot', 'sns.heatmap', 'sns.histplot', 'sns.pairplot', 'sns.relplot', 'sns.set', 'sns.set_style', 'split_point.melt.melt.copy', 'str', 'total_claims_prediction.head', 'total_claims_prediction.mean.round', 'total_claims_prediction.rename', 'total_claims_prediction.round', 'total_claims_prediction.to_csv', 'total_claims_prediction.total_claims.round', 'total_claims_prediction_week_39.head', 'total_claims_prediction_week_39.rename', 'total_claims_prediction_week_39.replace', 'total_claims_prediction_week_39.total_claims.round', 'total_claims_prediction_week_40.apply', 'total_claims_prediction_week_40.head', 'total_claims_prediction_week_40.isnull', 'total_claims_prediction_week_40.isnull.sum', 'total_claims_prediction_week_40.rename', 'total_claims_prediction_week_40.round', 'total_claims_prediction_week_40.to_csv', 'total_claims_prediction_week_40.total_claims.round', 'train_test_split', 'unemployment_data.describe', 'unemployment_data.duplicated', 'unemployment_data.duplicated.sum', 'unemployment_data.head', 'unemployment_data.merge', 'unemployment_data.query', 'unemployment_data.to_csv', 'unique', 'uu_id.average_wage_by_uuid.isin', 'uuid_claims_df.groupby', 'uuid_claims_df.groupby.agg', 'uuid_claims_df.head', 'uuid_claims_df.prediction_total_claims.round', 'wage_data.head', 'wage_data.to_csv', 'warnings.filterwarnings', 'wmape', 'x_test._get_numeric_data', 'x_train._get_numeric_data', 'xgb.XGBClassifier', 'xgb.XGBRegressor', 'xgb_model.fit', 'xgboost.XGBClassifier', 'y_pred.flatten', 'y_test.flatten', 'y_test.values.head', 'y_train.np.ravel.X_train._get_numeric_data.xgb_model.fit.predict', 'y_train.np.ravel.x_train._get_numeric_data.xgb_model.fit.predict']"
jdsk789,10,"['bigquery.Client', 'bigquery_client.query', 'covid19_cases_data.head', 'data.drop', 'data.dropna', 'data.head', 'import', 'pred.head', 'print', 'query_job.to_dataframe', 'query_job1.to_dataframe', 'query_job2.to_dataframe', 'query_job3.to_dataframe', 'query_job4.to_dataframe', 'unem.head', 'unemployment.head', 'wage.head']"
jennapl,10,"['LinearRegression', 'X_train.head', 'a.head', 'a.plot', 'a.unique', 'ax1.plot', 'bar', 'bigquery.Client', 'bigquery_client.query', 'data.head', 'data.values.reshape', 'df.df.loc.groupby', 'df.df.loc.groupby.count', 'df.filter', 'df.groupby', 'df.groupby.count', 'df.groupby.mean', 'df.groupby.sum', 'df.sort_values', 'df.sort_values.groupby', 'df.sort_values.groupby.count', 'head', 'import', 'len', 'np.array', 'np.cumsum', 'np.linspace', 'np.random.randn', 'pd.DataFrame', 'plt.bar', 'plt.barchart', 'plt.barplot', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.show', 'plt.subplots', 'print', 'query_job.to_dataframe', 'regressor.fit', 'sort', 'train_test_split', 'unemp.DataFrame', 'unemp.count', 'unemp.filter', 'unemp.groupby', 'unemp.groupby.Tract.value_counts', 'unemp.groupby.Tract.value_counts.nlargest', 'unemp.groupby.filter', 'unemp.groupby.len', 'unemp.head', 'unemp.plot', 'unemp.sum', 'unemp.tail', 'unemp.to_dataframe', 'unemp.unemp.dropNA', 'unemp.unemp.dropna', 'unemp.unemp.filter.groupby', 'unemp.unemp.groupby.mean', 'unemp.unemp.groupby.mean.plot', 'unemp.unemp.groupby.mean.print', 'unemp.unemp.loc.head', 'unemp.value_counts', 'unemp.values.reshape', 'y.head']"
jialincheoh,10,"['AutoModel.from_pretrained', 'AutoTokenizer.from_pretrained', 'GridSearchCV', 'MSE', 'bigquery.Client', 'bigquery_client.query', 'client.list_tables', 'create_pooled_embedding_df', 'data.keys', 'df.drop', 'df.head', 'df.symptoms.apply', 'df_test.drop', 'df_train.drop', 'diseases.append', 'flatten', 'format', 'grid.fit', 'grid.predict', 'gridcv_xgb.predict', 'import', 'j.read', 'join', 'json.loads', 'len', 'list', 'model', 'np.sqrt', 'open', 'output.pooler_output.detach', 'output.pooler_output.detach.numpy', 'pd.DataFrame', 'pd.DatetimeIndex', 'plot_importance', 'plt.legend', 'plt.plot', 'plt.style.use', 'prediction_data.head', 'print', 'query_job.to_dataframe', 'r2_score', 'range', 'reg.fit', 'reg.predict', 'sns.set_style', 'specialties.append', 'symptoms.append', 'tokenizer', 'torch.device', 'torch.linspace', 'torch.rand', 'torch.randn', 'torch.sin', 'unemployment_data.head', 'unemployment_data.nunique', 'wage_data.head', 'xgb.XGBRegressor']"
jmahedy1,10,"['LinearRegression', 'abs', 'ax.plot', 'ax.set_title', 'ax.set_xlabel', 'ax.set_ylabel', 'bigquery.Client', 'bigquery_client.query', 'cols_plot.data.plot', 'covid19_cases_data.head', 'data.corr', 'data.drop', 'data.head', 'data.plot', 'data.sample', 'data.set_index', 'df.mean', 'example_function', 'import', 'max', 'min', 'model.fit', 'model.predict', 'np.cumsum', 'np.linspace', 'np.random.randn', 'pandas.DataFrame', 'pd.Series', 'pd.to_datetime', 'plot_acf', 'plt.figure', 'plt.legend', 'plt.plot', 'plt.show', 'plt.subplots', 'print', 'query_job.to_dataframe', 'query_job1.to_dataframe', 'sns.boxplot', 'sns.heatmap', 'sns.set', 'unemploymentData.head', 'y.plot', 'y_pred.plot', 'zip']"
josephwildey,10,"['bigquery.Client', 'bigquery_client.query', 'import', 'print', 'query_job.to_dataframe']"
jverduzc,10,"['Dense', 'Dropout', 'IterativeImputer', 'KernelRidge', 'KernelRidge.fit', 'LinearRegression', 'LinearRegression.fit', 'LogisticRegression', 'LogisticRegression.fit', 'OneHotEncoder', 'RandomForestRegressor', 'RandomForestRegressor.fit', 'SGDRegressor', 'Sequential', 'StandardScaler', 'ax.flatten', 'ax.legend', 'ax.scatter', 'bigquery.Client', 'bigquery_client.query', 'complete_unemployment_prediction_data.drop', 'complete_unemployment_prediction_data.drop_duplicates', 'data.apply', 'data.astype', 'data.corr', 'data.corr.round', 'data.drop', 'data.groupby', 'data.groupby.apply', 'data.head', 'data.set_index', 'data.std', 'data.tail', 'data.unique', 'data.values.np.array.reshape', 'data.values.reshape', 'data.values.reshape.list.tract_name_encoder.transform.toarray', 'df.head', 'df.tail', 'display', 'final_prediction_data.drop', 'final_prediction_data.isna', 'final_prediction_data.isna.sum', 'future_regressor.fit', 'future_regressor.predict', 'future_weeks_pred.astype', 'future_weeks_pred.round', 'g.columns.g.loc.copy', 'g.fillna', 'g.head', 'g.mean', 'g.merge', 'grouped_data.groups.keys', 'i.split', 'i.split.split', 'i.split.strip', 'i.split.strip.split', 'imp.fit', 'imp.transform', 'import', 'initializers.RandomNormal', 'initializers.Zeros', 'inputs.drop', 'inputs.head', 'keras.optimizers.Adam', 'krr_model.fit', 'l_mae.round', 'l_mape.round', 'len', 'lin_model.predict', 'linear_model.Lasso', 'linear_model.Lasso.fit', 'list', 'logistic_model.fit', 'logistic_model.predict', 'make_pipeline', 'metrics.mean_absolute_error', 'metrics.mean_absolute_percentage_error', 'metrics.r2_score', 'new_data.head', 'nn_mae.round', 'nn_mape.round', 'nn_model.add', 'nn_model.compile', 'nn_model.fit', 'nn_model.predict', 'nn_model.summary', 'np.array', 'np.clip', 'np.round', 'parameters.RandomForestRegressor.fit', 'pd.DataFrame', 'pd.concat', 'pd.plotting.lag_plot', 'pd.set_option', 'pd.unique', 'plt.figure', 'plt.legend', 'plt.make_subplots', 'plt.plot', 'plt.scatter', 'plt.show', 'plt.subplots', 'print', 'prnint', 'query_from_statement', 'query_job.to_dataframe', 'regressor.fit', 'regressor.predict', 'rf_mae.round', 'rf_mape.round', 'rf_model.predict', 'sgd_mape.round', 'sgd_model.fit', 'sgd_model.predict', 'sklearn.linear_model.Lasso', 'sklearn.linear_model.Lasso.fit', 'sns.heatmap', 'str', 'sum', 'supplement_testing_data.drop', 'supplement_testing_data.set_index', 'svm.SVR', 'svm.SVR.fit', 'svm_mape.round', 'svm_model.fit', 'svm_model.predict', 'time_i.np.array.shift', 'time_i.shift', 'tmp.copy', 'tract_name_encoder.fit', 'tract_name_encoder.fit_transform', 'tract_name_encoder.transform', 'train_test_split', 'type', 'unemployclaims_supplemental_data.drop', 'unemployclaims_supplemental_data.drop_duplicates', 'unemployclaims_supplemental_data.fillna', 'unemployclaims_supplemental_data.head', 'unemployclaims_supplemental_data.join', 'unemployclaims_supplemental_data.set_index', 'unemployment_claims_data.drop_duplicates', 'unemployment_claims_data.duplicated', 'unemployment_claims_data.fillna', 'unemployment_claims_data.groupby', 'unemployment_claims_data.isna', 'unemployment_claims_data.isna.sum', 'unemployment_claims_data.join', 'unemployment_claims_data.set_index', 'unemployment_claims_data.sort_values', 'unemployment_prediction_data.drop', 'unemployment_prediction_data.drop_duplicates', 'unemployment_prediction_data.head', 'unemployment_prediction_data.isna', 'unemployment_prediction_data.isna.sum', 'unemployment_prediction_data.join', 'unemployment_prediction_data.to_csv', 'unemployment_wage_data.drop_duplicates', 'unemployment_wage_data.duplicated', 'unemployment_wage_data.fillna', 'unemployment_wage_data.isna', 'unemployment_wage_data.isna.sum', 'unemployment_wage_data.set_index', 'y.ravel', 'y_train.ravel']"
jz322,10,"['BIGQUERY.Client', 'BIGQUERY_PROJECT.Client', 'bigquery.Client', 'bigquery_client.query', 'data.Client', 'df.mean', 'import', 'pandas.DataFrame', 'print', 'query_job.to_dataframe']"
kasyaprk,10,"['bigquery.Client', 'bigquery_client.query', 'data.corr', 'data.describe', 'data.drop', 'data.head', 'data.info', 'data.isnull', 'data.isnull.sum', 'data.shape', 'i.data.isnull', 'i.data.isnull.sum', 'i.data.value_counts', 'import', 'l.append', 'len', 'plt.figure', 'plt.show', 'print', 'query_job.to_dataframe', 'race_white.data.isnull', 'sns.countplot', 'sns.heatmap', 'sum']"
katldewitt,10,[]
kborgen37,10,"['bigquery.Client', 'bigquery_client.query', 'csv.writer', 'dict.fromkeys', 'exploreData.head', 'export.append', 'i.answers.insert', 'import', 'len', 'list', 'open', 'pd.set_option', 'plt.bar', 'plt.plot', 'predictionData.values.tolist', 'print', 'query_job.to_dataframe', 'set', 'statistics.mean', 'statistics.median', 'statistics.stdev', 'temp.append', 'testListx.append', 'testListy.append', 'tuple', 'unemploymentData.head', 'unemploymentData.values.tolist', 'uuid.append', 'uuid.count', 'values.append', 'write.writerow', 'write.writerows', 'x1.append', 'xCount.append', 'xValues.append', 'xValues.count', 'y.count', 'y1.append', 'y1.index']"
kd-2dvaghela,10,[]
konoikon,10,"['ProfileReport', 'Prophet', 'bigquery.Client', 'bigquery_client.query', 'df.drop', 'df.drop_duplicates', 'df.fillna', 'df.mean', 'import', 'm.add_seasonality', 'm.fit', 'm.make_future_dataframe', 'm.plot', 'm.predict', 'model.make_future_dataframe', 'new_prof.to_notebook_iframe', 'np.ceil', 'pd.DatetimeIndex', 'pd.to_datetime', 'prediction_list.head', 'preprocessing', 'print', 'profile.to_notebook_iframe', 'query_job.to_dataframe', 'str', 'type', 'unemployment_data.apply', 'unemployment_data.drop', 'unemployment_data.drop_duplicates', 'unemployment_data.head', 'unemployment_data.sort_values', 'wage_data.head']"
